,Episode,Episode Total Cost,epsilon,Q1 Loss,Q2 Loss,Actor Loss,action_step0,action_step1,action_step2,action_step3,action_step4,action_step5,action_step6,action_step7,action_step8,action_step9,action_step10,action_step11,action_step12,action_step13,action_step14,action_step15,action_step16,action_step17,action_step18,action_step19,action_step20,action_step21,action_step22,action_step23,action_step24,action_step25,action_step26,action_step27,action_step28,action_step29,action_step30,action_step31,action_step32,action_step33,action_step34,action_step35,action_step36,action_step37,action_step38,action_step39,action_step40,action_step41,action_step42,action_step43,action_step44,action_step45,action_step46,action_step47,action_step48,action_step49,action_step50,action_step51,action_step52,action_step53,action_step54,action_step55,action_step56,action_step57,action_step58
0,100,-1149.7145215809849,0.0,"tensor(2890.8713, grad_fn=<MseLossBackward0>)","tensor(49652853.4903, grad_fn=<MseLossBackward0>)",-6.022841335723239,0.14,0.14,0.13,0.13,0.11,0.09,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.17,0.16,0.06,0.06,0.06,0.06,0.05,0.06,11.45,15.66,30.27,24.36,57.66,88.65,95.9,96.77,96.62,96.66,95.87,94.24,94.7,96.07,94.25,93.31,85.25,74.7,89.61,91.47,89.5,93.89,90.95,83.17,93.49,91.82,56.15,43.37,39.55,93.44,94.26,93.34,93.77,93.7,93.77,93.22,91.03,87.97
